i_key,tax_phylum,tax_class,tax_order,tax_family,tax_genus,tax_sp_subsp,h_strain,h_accession,h_taxID,h_assembly,i_accession,i_name,i_type,i_start,i_end,i_len,i_strand,i_insertion,reference,DOI_PMID,status,source_file,comments,h_gram,h_len
NC_016845:4501952..4560214,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,HS11286,NC_016845,1125630,Complete,-,KLPN004c01a_typeAllDefC_2_5,ICE,4501952,4560214,58262,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,5333942
NC_016941:1676957..1699621,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus argenteus,MSHR1132,NC_016941,985002,Complete,-,STAU030c01a_typeAllDefC_1_19,ICE,1676957,1699621,22664,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2762785
NC_017022:2784559..2837081,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Aus0004,NC_017022,1155766,Complete,-,ENFE002c01a_typeAllDefC_2_3,ICE,2784559,2837081,52522,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2955294
NC_017022:2832908..2871675,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Aus0004,NC_017022,1155766,Complete,-,ENFE002c01a_typeAllDefC_3_4,ICE,2832908,2871675,38767,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2955294
NC_017022:40516..77031,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Aus0004,NC_017022,1155766,Complete,-,ENFE002c01a_typeAllDefC_1_2,ICE,40516,77031,36515,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2955294
NC_017316:824916..877188,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,OG1RF,NC_017316,474186,Complete,-,ENFA002c01a_typeAllDefC_1_6,ICE,824916,877188,52272,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2739625
NC_017331:2872415..2894415,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,TW20,NC_017331,663951,Complete,-,STAU025c01a_typeAllDefC_2_17,ICE,2872415,2894415,22000,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,3043210
NC_017331:483707..519957,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,TW20,NC_017331,663951,Complete,-,STAU025c01a_typeAllDefC_1_16,ICE,483707,519957,36250,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,3043210
NC_017333:1955406..1973365,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,ST398,NC_017333,523796,Complete,-,STAU017c01a_typeAllDefC_3_12,ICE,1955406,1973365,17959,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2872582
NC_017333:2106264..2122745,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,ST398,NC_017333,523796,Complete,-,STAU017c01a_typeAllDefC_4_13,ICE,2106264,2122745,16481,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2872582
NC_017333:71434..91725,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,S0385,NC_017333,523796,Complete,-,STAU017c01a_typeAllDefC_1_10,ICE,71434,91725,20291,+,-,DOI: 10.1093/nar/gkx607,DOI: 10.1093/nar/gkx607,predicted,ref_dataset_proto;CTR-200ices,-,-,2872582
NC_017333:996062..1019230,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,S0386,NC_017333,523796,Complete,-,STAU017c01a_typeAllDefC_2_11,ICE,996062,1019230,23168,+,-,DOI: 10.1093/nar/gkx607,DOI: 10.1093/nar/gkx607,predicted,ref_dataset_proto;CTR-200ices,-,-,2872582
NC_017341:2752658..2775971,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,JKD6008,NC_017341,546342,Complete,-,STAU018c01a_typeAllDefC_2_15,ICE,2752658,2775971,23313,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2924344
NC_017341:423800..456775,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,JKD6008,NC_017341,546342,Complete,-,STAU018c01a_typeAllDefC_1_14,ICE,423800,456775,32975,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2924344
NC_017347:2717394..2740721,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,T0131,NC_017347,1006543,Complete,-,STAU031c01a_typeAllDefC_2_21,ICE,2717394,2740721,23327,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2913900
NC_017347:420138..453112,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,T0131,NC_017347,1006543,Complete,-,STAU031c01a_typeAllDefC_1_20,ICE,420138,453112,32974,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2913900
NC_017358:226192..268654,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Cuz20,NC_017358,765964,Complete,-,HEPY013c01a_typeAllDefC_1_5,ICE,226192,268654,42462,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1635449
NC_017361:1523195..1570351,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,SouthAfrica7,NC_017361,907239,Complete,-,HEPY021c01a_typeAllDefC_2_9,ICE,1523195,1570351,47156,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1653913
NC_017361:932103..975896,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,SouthAfrica7,NC_017361,907239,Complete,-,HEPY021c01a_typeAllDefC_1_8,ICE,932103,975896,43793,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1653913
NC_017367:281225..324547,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,F57,NC_017367,866346,Complete,-,HEPY016c01a_typeAllDefC_1_6,ICE,281225,324547,43322,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1609006
NC_017371:1470582..1523518,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Gambia94/24,NC_017371,907240,Complete,-,HEPY020c01a_typeAllDefC_1_7,ICE,1470582,1523518,52936,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1709911
NC_017372:748097..800370,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,India7,NC_017372,907238,Complete,-,HEPY022c01a_typeAllDefC_1_10,ICE,748097,800370,52273,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1675918
NC_017379:1013737..1063578,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Puno135,NC_017379,1055529,Complete,-,HEPY026c01a_typeAllDefC_1_11,ICE,1013737,1063578,49841,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1646139
NC_017451:555093..608520,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,R2866,NC_017451,262728,Complete,-,HAIN009c01a_typeAllDefC_1_3,ICE,555093,608520,53427,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1932306
NC_017486:2312921..2350433,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,CV56,NC_017486,929102,Complete,-,LALA006c01a_typeAllDefC_2_4,ICE,2312921,2350433,37512,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2399458
NC_017486:601529..669777,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,CV56,NC_017486,929102,Complete,-,LALA006c01a_typeAllDefC_1_3,ICE,601529,669777,68248,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2399458
NC_017491:2508460..2583811,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,ATCC 8530,NC_017491,1088720,Complete,-,LARH004c01a_typeAllDefC_1_1,ICE,2508460,2583811,75351,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2960339
NC_017532:1307502..1378541,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas stutzeri,DSM 4166,NC_017532,996285,Complete,-,PSST002c01a_typeAllDefC_1_1,ICE,1307502,1378541,71039,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,4689946
NC_017549:1511926..1598191,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,NCGM2.S1,NC_017549,1089456,Complete,-,PSAE006c01a_typeAllDefC_1_6,ICE,1511926,1598191,86265,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,6764661
NC_017549:1920614..2004794,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,NCGM2.S1,NC_017549,1089456,Complete,-,PSAE006c01a_typeAllDefC_2_7,ICE,1920614,2004794,84180,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,6764661
NC_017567:1356662..1401357,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactobacillales,Streptococcus dysgalactiae,ATCC 12394,NC_017567,663954,Complete,-,ICE_Sdy12394_rumA,ICE,1356662,1401357,44695,+,in rumA,-,DOI: 10.1093/nar/gkx607,-,firmidata;CTR-200ices,-,-,2159491
NC_017567:178222..187607,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactobacillales,Streptococcus dysgalactiae,ATCC 12394,NC_017567,663954,Complete,-,IME_Sdy12394_tRNAlys,IME,178222,187607,9385,+,3' tRNAlys,-,-,-,firmidata,-,-,2159491
NC_017567:2093467..2101603,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactobacillales,Streptococcus dysgalactiae,ATCC 12394,NC_017567,663954,Complete,-,IME_Sdy12394_rpmG,IME,2093467,2101603,8136,+,3' rpmG,-,-,-,firmidata,-,-,2159491
NC_017567:260652..285841,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactobacillales,Streptococcus dysgalactiae,ATCC 12394,NC_017567,663954,Complete,-,ICE_Sdy12394_rpsI,ICE,260652,285841,25189,+,3' rpsI,-,-,-,firmidata,-,-,2159491
NC_017567:593739..621593,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactobacillales,Streptococcus dysgalactiae,ATCC 12394,NC_017567,663954,Complete,-,ICE_Sdy12394_lysS,ICE,593739,621593,27854,+,3'/in lysS,-,-,-,firmidata,-,-,2159491
NC_017567:885732..936742,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactobacillales,Streptococcus dysgalactiae,ATCC 12394,NC_017567,663954,Complete,-,ICE_Sdy12394_rplL,ICE derivate,885732,936742,51010,+,3' rpIL,-,-,-,firmidata,-,-,2159491
NC_017581:108184..125362,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,JIM 8232,NC_017581,1051074,Complete,-,IME_SthJIM8232_rpsI_1,IME,108184,125362,17178,+,3' rpsI,-,-,-,firmidata,-,-,1929905
NC_017581:125309..142605,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,JIM 8232,NC_017581,1051074,Complete,-,IME_SthJIM8232_rpsI_2,IME,125309,142605,17296,+,3' rpsI,-,-,-,firmidata,-,-,1929905
NC_017581:1810340..1825887,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,JIM 8232,NC_017581,1051074,Complete,-,-,CIME,1810340,1825887,15547,+,3' fda,-,-,-,firmidata,-,-,1929905
NC_017581:1850656..1859824,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,JIM 8232,NC_017581,1051074,Complete,-,-,CIME,1850656,1859824,9168,+,3' tRNAlys,-,-,-,firmidata,-,-,1929905
NC_017581:1859811..1867984,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,JIM 8232,NC_017581,1051074,Complete,-,IME_SthJIM8232_tRNAlys,IME derivate,1859811,1867984,8173,+,3' tRNAlys,-,-,-,firmidata,-,-,1929905
NC_017581:526828..577777,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,JIM 8232,NC_017581,1051074,Complete,-,ICE_SthJIM8232_rplL,ICE,526828,577777,50949,+,3' rpIL,-,DOI: 10.1093/nar/gkx607,-,firmidata;CTR-200ices,-,-,1929905
NC_017581:71396..77621,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,JIM 8232,NC_017581,1051074,Complete,-,IME_SthJIM8232_tRNAleu,IME,71396,77621,6225,+,3' tRNAleu,-,-,-,firmidata,-,-,1929905
NC_017582:1101720..1123890,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equi subsp. zooepidemicus,ATCC 35246,NC_017582,1051072,Complete,-,IME_Seq35246_guaA,IME derivate,1101720,1123890,22170,+,3' guaA,-,-,-,firmidata,-,-,2167264
NC_017582:1545740..1602295,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equi subsp. zooepidemicus,ATCC 35246,NC_017582,1051072,Complete,-,ICE_Seq35246_mutT,ICE derivate,1545740,1602295,56555,+,in mutT,-,-,-,firmidata,-,-,2167264
NC_017582:1882597..1914385,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equi subsp. zooepidemicus,ATCC 35246,NC_017582,1051072,Complete,-,ICE_Seq35246_TnGBS2,ICE,1882597,1914385,31788,+,intergenic,-,DOI: 10.1093/nar/gkx607,-,firmidata;CTR-200ices,-,-,2167264
NC_017582:1952448..1962304,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equi subsp. zooepidemicus,ATCC 35246,NC_017582,1051072,Complete,-,IME_Seq35246_rpsI,IME derivate,1952448,1962304,9856,+,3' rpsI,-,-,-,firmidata,-,-,2167264
NC_017582:772045..788079,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equi subsp. zooepidemicus,ATCC 35246,NC_017582,1051072,Complete,-,-,ICE remnant,772045,788079,16034,+,ND,-,-,-,firmidata,-,-,2167264
NC_017582:773496..778509,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equi subsp. zooepidemicus,ATCC 35246,NC_017582,1051072,Complete,-,IME_Seq35246_traG_s1,IME derivate,773496,778509,5013,+,in traG (W 110),-,-,-,firmidata,-,-,2167264
NC_017582:778728..784036,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equi subsp. zooepidemicus,ATCC 35246,NC_017582,1051072,Complete,-,IME_Seq35246_traG_s2,IME,778728,784036,5308,+,in traG (PKG 184-186),-,-,-,firmidata,-,-,2167264
NC_017618:585646..658626,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,JS14,NC_017618,945704,Complete,-,STSU008c01a_typeAllDefC_1_6,ICE,585646,658626,72980,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2137435
NC_017619:871174..938479,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,SS12,NC_017619,1005041,Complete,-,STSU012c01a_typeAllDefC_1_11,ICE,871174,938479,67305,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2096866
NC_017620:1031086..1089538,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,D9,NC_017620,1005042,Complete,-,STSU011c01a_typeAllDefC_1_9,ICE,1031086,1089538,58452,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2177656
NC_017620:1099021..1151146,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,D9,NC_017620,1005042,Complete,-,STSU011c01a_typeAllDefC_2_10,ICE,1099021,1151146,52125,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2177656
NC_017621:1024269..1061322,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,D12,NC_017621,1004952,Complete,-,STSU010c01a_typeAllDefC_1_7,ICE,1024269,1061322,37053,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2183059
NC_017621:1277816..1358407,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,D12,NC_017621,1004952,Complete,-,STSU010c01a_typeAllDefC_2_8,ICE,1277816,1358407,80591,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2183059
NC_017634:4425924..4478735,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,O83:H1 str. NRG 857C,NC_017634,685038,Complete,-,ESCO036c01a_typeAllDefC_1_4,ICE,4425924,4478735,52811,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,4747819
NC_017641:4881968..4952178,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,UMNK88,NC_017641,696406,Complete,-,ESCO033c01a_typeAllDefC_1_3,ICE,4881968,4952178,70210,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,5186416
NC_017671:1644717..1746707,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,D457,NC_017671,1163399,Complete,-,STML003c01a_typeAllDefC_2_3,ICE,1644717,1746707,101990,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,4769156
NC_017671:985946..1050047,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,D457,NC_017671,1163399,Complete,-,STML003c01a_typeAllDefC_1_2,ICE,985946,1050047,64101,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,4769156
NC_017739:1146365..1187905,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Shi417,NC_017739,1163739,Complete,-,HEPY037c01a_typeAllDefC_1_15,ICE,1146365,1187905,41540,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1665719
NC_017740:199497..243421,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Shi169,NC_017740,1163741,Complete,-,HEPY036c01a_typeAllDefC_1_14,ICE,199497,243421,43924,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1616909
NC_017742:1013622..1067809,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,PeCan18,NC_017742,1163742,Complete,-,HEPY034c01a_typeAllDefC_1_13,ICE,1013622,1067809,54187,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1660685
NC_017763:1357669..1377298,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,HO 5096 0412,NC_017763,1074252,Complete,-,STAU028c01a_typeAllDefC_1_18,ICE,1357669,1377298,19629,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2832299
NC_017769:1817381..1845578,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,ST556,NC_017769,1130804,Complete,-,STPN018c01a_typeAllDefC_1_11,ICE,1817381,1845578,28197,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2150813
NC_017926:611031..654092,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,XZ274,NC_017926,1127122,Complete,-,HEPY038c01a_typeAllDefC_1_16,ICE,611031,654092,43061,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1634138
NC_017950:105133..111051,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,ST1,NC_017950,1004951,Complete,-,IME_SsuST1_tRNAleu,IME,105133,111051,5918,+,3' tRNAleu,-,-,-,firmidata,-,-,2034321
NC_017950:1724969..1733235,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,ST1,NC_017950,1004951,Complete,-,IME_SsuST1_rpsI,IME,1724969,1733235,8266,+,3' rpsI,-,-,-,firmidata,-,-,2034321
NC_017960:1761741..1803441,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,DO,NC_017960,333849,Complete,-,ENFE001c01a_typeAllDefC_1_1,ICE,1761741,1803441,41700,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2698137
NC_017986:317974..444291,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,ND6,NC_017986,231023,Complete,-,PSPU007c01a_typeAllDefC_1_4,ICE,317974,444291,126317,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,6085449
NC_018028:1330077..1481087,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas stutzeri,CCUG 29243,NC_018028,1196835,Complete,-,PSST004c01a_typeAllDefC_1_4,ICE,1330077,1481087,151010,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,4709064
NC_018080:2494327..2601006,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,DK2,NC_018080,1093787,Complete,-,PSAE007c01a_typeAllDefC_1_8,ICE,2494327,2601006,106679,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,6402658
NC_018080:5091772..5188499,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,DK2,NC_018080,1093787,Complete,-,PSAE007c01a_typeAllDefC_2_9,ICE,5091772,5188499,96727,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,6402658
NC_018139:2571067..2636854,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Lorraine,NC_018139,91891,Complete,-,LEPN007c01a_typeAllDefC_1_10,ICE,2571067,2636854,65787,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,3467254
NC_018140:173310..234448,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,HL06041035,NC_018140,91891,Complete,-,LEPN008c01a_typeAllDefC_1_11,ICE,173310,234448,61138,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,3492535
NC_018522:1742256..1883675,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,1084,NC_018522,1193292,Complete,-,KLPN006c01a_typeAllDefC_1_6,ICE,1742256,1883675,141419,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,5386705
NC_018522:4706386..4788855,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,1084,NC_018522,1193292,Complete,-,KLPN006c01a_typeAllDefC_2_7,ICE,4706386,4788855,82469,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,5386705
NC_018584:2320401..2360067,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,ATCC 19117,NC_018584,882095,Complete,-,LIMO023c01a_typeAllDefC_1_4,ICE,2320401,2360067,39666,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2951805
NC_018585:2310199..2345961,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,SLCC2378,NC_018585,879088,Complete,-,ICE_LmoLCC2378_NS,ICE,2310199,2345961,35762,+,NS,-,DOI: 10.1093/nar/gkx607,-,firmidata;CTR-200ices,-,-,2941360
NC_018586:1450833..1475656,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,SLCC2540,NC_018586,879089,Complete,-,LIMO021c01a_typeAllDefC_1_2,ICE,1450833,1475656,24823,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2976958
NC_018608:974375..997547,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,08BA02176,NC_018608,1229492,Complete,-,STAU033c01a_typeAllDefC_1_22,ICE,974375,997547,23172,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2782313
NC_018646:1251440..1261549,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,GD201008-001,NC_018646,1203670,Complete,-,IME_Sag201008_rplL,IME derivate,1251440,1261549,10109,+,3' rplL,-,-,-,firmidata,-,-,2063112
NC_018646:1886700..1895001,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,GD201008-001,NC_018646,1203670,Complete,-,IME_Sag201008_tRNAlys,IME,1886700,1895001,8301,+,3' tRNAlys,-,-,-,firmidata,-,-,2063112
NC_018646:1990185..2002705,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,GD201008-001,NC_018646,1203670,Complete,-,IME_Sag201008_rpmG,IME,1990185,2002705,12520,+,3' rpmG,-,-,-,firmidata,-,-,2063112
NC_018646:243696..252572,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,GD201008-001,NC_018646,1203670,Complete,-,IME_Sag201008_rpsI,IME,243696,252572,8876,+,3' rpsI,-,-,-,firmidata,-,-,2063112
NC_018646:252523..255879,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,GD201008-001,NC_018646,1203670,Complete,-,-,CIME,252523,255879,3356,+,3' rpsI,-,-,-,firmidata,-,-,2063112
NC_018712:1285310..1332117,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae,-,NC_018712,617121,-,-,STDY003c01a_typeAllDefC_1_2,ICE,1285310,1332117,46808,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2151145
